country,year,sex,age,population,gdp_per_capita ($),generation,suicides/100k pop
Antigua and Barbuda,2001,male,5-14 years,7958,10468,Millenials,0
Antigua and Barbuda,2001,male,55-74 years,3442,10468,Silent,0
Antigua and Barbuda,2001,male,75+ years,980,10468,Silent,0
Antigua and Barbuda,2002,female,15-24 years,7196,10499,Millenials,0
Antigua and Barbuda,2002,female,25-34 years,8155,10499,Generation X,0
Antigua and Barbuda,2002,female,35-54 years,11760,10499,Boomers,0
Antigua and Barbuda,2002,female,5-14 years,8408,10499,Millenials,0
Antigua and Barbuda,2002,female,55-74 years,4050,10499,Silent,0
Antigua and Barbuda,2002,female,75+ years,1547,10499,Silent,0
Antigua and Barbuda,2002,male,15-24 years,6416,10499,Millenials,0
Antigua and Barbuda,2002,male,25-34 years,6921,10499,Generation X,0
Antigua and Barbuda,2002,male,35-54 years,10604,10499,Boomers,0
Antigua and Barbuda,2002,male,5-14 years,7980,10499,Millenials,0
Antigua and Barbuda,2002,male,55-74 years,3527,10499,Silent,0
Antigua and Barbuda,2002,male,75+ years,1024,10499,Silent,0
Antigua and Barbuda,2003,male,55-74 years,3594,10878,Silent,27.82
Antigua and Barbuda,2003,female,15-24 years,7454,10878,Millenials,0
Antigua and Barbuda,2003,female,25-34 years,7831,10878,Generation X,0
Antigua and Barbuda,2003,female,35-54 years,12129,10878,Boomers,0
Antigua and Barbuda,2003,female,5-14 years,8423,10878,Millenials,0
Antigua and Barbuda,2003,female,55-74 years,4054,10878,Silent,0
Antigua and Barbuda,2003,female,75+ years,1583,10878,Silent,0
Antigua and Barbuda,2003,male,15-24 years,6730,10878,Millenials,0
Antigua and Barbuda,2003,male,25-34 years,6734,10878,Generation X,0
Antigua and Barbuda,2003,male,35-54 years,10997,10878,Boomers,0
Antigua and Barbuda,2003,male,5-14 years,8061,10878,Millenials,0
Antigua and Barbuda,2003,male,75+ years,1068,10878,Silent,0
Antigua and Barbuda,2004,male,55-74 years,3665,11535,Silent,27.29
Antigua and Barbuda,2004,male,35-54 years,11406,11535,Boomers,8.77
Antigua and Barbuda,2004,female,15-24 years,7648,11535,Millenials,0
Antigua and Barbuda,2004,female,25-34 years,7531,11535,Generation X,0
Antigua and Barbuda,2004,female,35-54 years,12492,11535,Boomers,0
Antigua and Barbuda,2004,female,5-14 years,8488,11535,Millenials,0
Antigua and Barbuda,2004,female,55-74 years,4088,11535,Silent,0
Antigua and Barbuda,2004,female,75+ years,1590,11535,Silent,0
Antigua and Barbuda,2004,male,15-24 years,6968,11535,Millenials,0
Antigua and Barbuda,2004,male,25-34 years,6556,11535,Generation X,0
Antigua and Barbuda,2004,male,5-14 years,8196,11535,Millenials,0
Antigua and Barbuda,2004,male,75+ years,1094,11535,Silent,0
Antigua and Barbuda,2005,female,15-24 years,7780,12649,Millenials,0
Antigua and Barbuda,2005,female,25-34 years,7327,12649,Generation X,0
Antigua and Barbuda,2005,female,35-54 years,12835,12649,Boomers,0
Antigua and Barbuda,2005,female,5-14 years,8584,12649,Millenials,0
Antigua and Barbuda,2005,female,55-74 years,4157,12649,Silent,0
Antigua and Barbuda,2005,female,75+ years,1575,12649,Silent,0
Antigua and Barbuda,2005,male,15-24 years,7113,12649,Millenials,0
Antigua and Barbuda,2005,male,25-34 years,6444,12649,Generation X,0
Antigua and Barbuda,2005,male,35-54 years,11778,12649,Boomers,0
Antigua and Barbuda,2005,male,5-14 years,8358,12649,Millenials,0
Antigua and Barbuda,2005,male,55-74 years,3748,12649,Silent,0
Antigua and Barbuda,2005,male,75+ years,1110,12649,Silent,0
Antigua and Barbuda,2006,female,15-24 years,7902,14114,Millenials,0
Antigua and Barbuda,2006,female,25-34 years,7098,14114,Generation X,0
Antigua and Barbuda,2006,female,35-54 years,13374,14114,Boomers,0
Antigua and Barbuda,2006,female,5-14 years,8571,14114,Millenials,0
Antigua and Barbuda,2006,female,55-74 years,4256,14114,Silent,0
Antigua and Barbuda,2006,female,75+ years,1573,14114,Silent,0
Antigua and Barbuda,2006,male,15-24 years,7239,14114,Millenials,0
Antigua and Barbuda,2006,male,25-34 years,6319,14114,Generation X,0
Antigua and Barbuda,2006,male,35-54 years,12202,14114,Boomers,0
Antigua and Barbuda,2006,male,5-14 years,8485,14114,Millenials,0
Antigua and Barbuda,2006,male,55-74 years,3847,14114,Silent,0
Antigua and Barbuda,2006,male,75+ years,1107,14114,Silent,0
Antigua and Barbuda,2007,male,35-54 years,12530,15775,Boomers,7.98
Antigua and Barbuda,2007,female,15-24 years,8013,15775,Millenials,0
Antigua and Barbuda,2007,female,25-34 years,6962,15775,Generation X,0
Antigua and Barbuda,2007,female,35-54 years,13860,15775,Boomers,0
Antigua and Barbuda,2007,female,5-14 years,8555,15775,Generation Z,0
Antigua and Barbuda,2007,female,55-74 years,4400,15775,Silent,0
Antigua and Barbuda,2007,female,75+ years,1568,15775,Silent,0
Antigua and Barbuda,2007,male,15-24 years,7330,15775,Millenials,0
Antigua and Barbuda,2007,male,25-34 years,6267,15775,Generation X,0
Antigua and Barbuda,2007,male,5-14 years,8564,15775,Generation Z,0
Antigua and Barbuda,2007,male,55-74 years,3988,15775,Silent,0
Antigua and Barbuda,2007,male,75+ years,1094,15775,Silent,0
Antigua and Barbuda,2008,female,15-24 years,8108,16238,Millenials,0
Antigua and Barbuda,2008,female,25-34 years,6910,16238,Generation X,0
Antigua and Barbuda,2008,female,35-54 years,14278,16238,Boomers,0
Antigua and Barbuda,2008,female,5-14 years,8537,16238,Generation Z,0
Antigua and Barbuda,2008,female,55-74 years,4587,16238,Silent,0
Antigua and Barbuda,2008,female,75+ years,1567,16238,Silent,0
Antigua and Barbuda,2008,male,15-24 years,7404,16238,Millenials,0
Antigua and Barbuda,2008,male,25-34 years,6274,16238,Generation X,0
Antigua and Barbuda,2008,male,35-54 years,12782,16238,Boomers,0
Antigua and Barbuda,2008,male,5-14 years,8599,16238,Generation Z,0
Antigua and Barbuda,2008,male,55-74 years,4158,16238,Silent,0
Antigua and Barbuda,2008,male,75+ years,1069,16238,Silent,0
Antigua and Barbuda,2009,female,15-24 years,8199,14335,Millenials,0
Antigua and Barbuda,2009,female,25-34 years,6917,14335,Generation X,0
Antigua and Barbuda,2009,female,35-54 years,14629,14335,Boomers,0
Antigua and Barbuda,2009,female,5-14 years,8514,14335,Generation Z,0
Antigua and Barbuda,2009,female,55-74 years,4793,14335,Silent,0
Antigua and Barbuda,2009,female,75+ years,1571,14335,Silent,0
Antigua and Barbuda,2009,male,15-24 years,7489,14335,Millenials,0
Antigua and Barbuda,2009,male,25-34 years,6325,14335,Generation X,0
Antigua and Barbuda,2009,male,35-54 years,12978,14335,Boomers,0
Antigua and Barbuda,2009,male,5-14 years,8599,14335,Generation Z,0
Antigua and Barbuda,2009,male,55-74 years,4349,14335,Silent,0
Antigua and Barbuda,2009,male,75+ years,1042,14335,Silent,0
Antigua and Barbuda,2012,female,15-24 years,8435,13657,Millenials,0
Antigua and Barbuda,2012,female,25-34 years,7215,13657,Millenials,0
Antigua and Barbuda,2012,female,35-54 years,15193,13657,Generation X,0
Antigua and Barbuda,2012,female,5-14 years,8401,13657,Generation Z,0
Antigua and Barbuda,2012,female,55-74 years,5512,13657,Boomers,0
Antigua and Barbuda,2012,female,75+ years,1625,13657,Silent,0
Antigua and Barbuda,2012,male,15-24 years,7893,13657,Millenials,0
Antigua and Barbuda,2012,male,25-34 years,6629,13657,Millenials,0
Antigua and Barbuda,2012,male,35-54 years,13280,13657,Generation X,0
Antigua and Barbuda,2012,male,5-14 years,8475,13657,Generation Z,0
Antigua and Barbuda,2012,male,55-74 years,4994,13657,Boomers,0
Antigua and Barbuda,2012,male,75+ years,1051,13657,Silent,0
Antigua and Barbuda,2013,female,15-24 years,8494,13287,Millenials,0
Antigua and Barbuda,2013,female,25-34 years,7397,13287,Millenials,0
Antigua and Barbuda,2013,female,35-54 years,15236,13287,Generation X,0
Antigua and Barbuda,2013,female,5-14 years,8353,13287,Generation Z,0
Antigua and Barbuda,2013,female,55-74 years,5787,13287,Boomers,0
Antigua and Barbuda,2013,female,75+ years,1652,13287,Silent,0
Antigua and Barbuda,2013,male,15-24 years,8061,13287,Millenials,0
Antigua and Barbuda,2013,male,25-34 years,6782,13287,Millenials,0
Antigua and Barbuda,2013,male,35-54 years,13302,13287,Generation X,0
Antigua and Barbuda,2013,male,5-14 years,8405,13287,Generation Z,0
Antigua and Barbuda,2013,male,55-74 years,5238,13287,Boomers,0
Antigua and Barbuda,2013,male,75+ years,1072,13287,Silent,0
Antigua and Barbuda,2014,female,15-24 years,8537,14093,Millenials,0
Antigua and Barbuda,2014,female,25-34 years,7578,14093,Millenials,0
Antigua and Barbuda,2014,female,35-54 years,15273,14093,Generation X,0
Antigua and Barbuda,2014,female,5-14 years,8296,14093,Generation Z,0
Antigua and Barbuda,2014,female,55-74 years,6085,14093,Boomers,0
Antigua and Barbuda,2014,female,75+ years,1686,14093,Silent,0
Antigua and Barbuda,2014,male,15-24 years,8208,14093,Millenials,0
Antigua and Barbuda,2014,male,25-34 years,6928,14093,Millenials,0
Antigua and Barbuda,2014,male,35-54 years,13325,14093,Generation X,0
Antigua and Barbuda,2014,male,5-14 years,8335,14093,Generation Z,0
Antigua and Barbuda,2014,male,55-74 years,5503,14093,Boomers,0
Antigua and Barbuda,2014,male,75+ years,1083,14093,Silent,0
Antigua and Barbuda,2015,female,55-74 years,6403,14853,Boomers,15.62
Antigua and Barbuda,2015,female,15-24 years,8561,14853,Millenials,0
Antigua and Barbuda,2015,female,25-34 years,7740,14853,Millenials,0
Antigua and Barbuda,2015,female,35-54 years,15323,14853,Generation X,0
Antigua and Barbuda,2015,female,5-14 years,8239,14853,Generation Z,0
Antigua and Barbuda,2015,female,75+ years,1724,14853,Silent,0
Antigua and Barbuda,2015,male,15-24 years,8331,14853,Millenials,0
Antigua and Barbuda,2015,male,25-34 years,7059,14853,Millenials,0
Antigua and Barbuda,2015,male,35-54 years,13370,14853,Generation X,0
Antigua and Barbuda,2015,male,5-14 years,8268,14853,Generation Z,0
Antigua and Barbuda,2015,male,55-74 years,5784,14853,Boomers,0
Antigua and Barbuda,2015,male,75+ years,1087,14853,Silent,0
Argentina,1985,male,75+ years,363000,3264,G.I. Generation,55.65
Argentina,1985,male,55-74 years,1997000,3264,G.I. Generation,24.29
Argentina,1985,male,35-54 years,3346300,3264,Silent,12.37
Argentina,1985,female,55-74 years,2304000,3264,G.I. Generation,9.11
Argentina,1985,male,25-34 years,2234200,3264,Boomers,7.92
Argentina,1985,female,75+ years,537000,3264,G.I. Generation,7.64
Argentina,1985,male,15-24 years,2415200,3264,Generation X,6.46
Argentina,1985,female,35-54 years,3355300,3264,Silent,4.23
Argentina,1985,female,25-34 years,2185200,3264,Boomers,2.97
Argentina,1985,female,15-24 years,2354200,3264,Generation X,2.93
Argentina,1985,male,5-14 years,3044200,3264,Generation X,0.53
Argentina,1985,female,5-14 years,2955200,3264,Generation X,0.37
Argentina,1986,male,75+ years,365000,4072,G.I. Generation,63.01
Argentina,1986,male,55-74 years,2008300,4072,G.I. Generation,26.39
Argentina,1986,male,35-54 years,3365200,4072,Silent,14.2
Argentina,1986,male,25-34 years,2246900,4072,Boomers,9.3
Argentina,1986,female,75+ years,540200,4072,G.I. Generation,8.89
Argentina,1986,female,55-74 years,2317100,4072,G.I. Generation,8.67
Argentina,1986,male,15-24 years,2428900,4072,Generation X,7.66
Argentina,1986,female,35-54 years,3374300,4072,Silent,5.57
Argentina,1986,female,25-34 years,2197600,4072,Boomers,4.37
Argentina,1986,female,15-24 years,2367600,4072,Generation X,4.27
Argentina,1986,male,5-14 years,3061400,4072,Generation X,0.33
Argentina,1986,female,5-14 years,2971900,4072,Generation X,0.24
Argentina,1987,male,75+ years,369800,4026,G.I. Generation,54.08
Argentina,1987,male,55-74 years,2034500,4026,G.I. Generation,26.15
Argentina,1987,male,35-54 years,3409100,4026,Silent,14.14
Argentina,1987,female,75+ years,547000,4026,G.I. Generation,10.42
Argentina,1987,female,55-74 years,2347300,4026,G.I. Generation,9.54
Argentina,1987,male,25-34 years,2276200,4026,Boomers,8.44
Argentina,1987,male,15-24 years,2460600,4026,Generation X,7.27
Argentina,1987,female,35-54 years,3418300,4026,Silent,6.11
Argentina,1987,female,25-34 years,2226200,4026,Boomers,4
Argentina,1987,female,15-24 years,2398400,4026,Generation X,3.88
Argentina,1987,male,5-14 years,3101300,4026,Generation X,0.48
Argentina,1987,female,5-14 years,3010700,4026,Generation X,0.47
Argentina,1988,male,75+ years,392000,4458,G.I. Generation,55.1
Argentina,1988,male,55-74 years,2079000,4458,G.I. Generation,26.46
Argentina,1988,male,35-54 years,3503000,4458,Silent,13.62
Argentina,1988,female,75+ years,602000,4458,G.I. Generation,10.13
Argentina,1988,female,55-74 years,2412000,4458,G.I. Generation,9.66
Argentina,1988,male,25-34 years,2276000,4458,Boomers,9.45
Argentina,1988,male,15-24 years,2524000,4458,Generation X,8.36
Argentina,1988,female,35-54 years,3508000,4458,Silent,5.64
Argentina,1988,female,15-24 years,2459000,4458,Generation X,4.11
Argentina,1988,female,25-34 years,2228000,4458,Boomers,2.74
Argentina,1988,male,5-14 years,3210000,4458,Generation X,0.62
Argentina,1988,female,5-14 years,3115000,4458,Generation X,0.35
Argentina,1989,male,75+ years,400000,2670,G.I. Generation,52
Argentina,1989,male,55-74 years,2105000,2670,G.I. Generation,26.03
Argentina,1989,male,35-54 years,3561000,2670,Silent,12.97
Argentina,1989,female,75+ years,622000,2670,G.I. Generation,10.45
Argentina,1989,male,25-34 years,2287000,2670,Boomers,9.58
Argentina,1989,female,55-74 years,2446000,2670,G.I. Generation,8.22
Argentina,1989,male,15-24 years,2575000,2670,Generation X,7.22
Argentina,1989,female,35-54 years,3563000,2670,Silent,4.66
Argentina,1989,female,25-34 years,2240000,2670,Boomers,3.71
Argentina,1989,female,15-24 years,2509000,2670,Generation X,3.19
Argentina,1989,male,5-14 years,3245000,2670,Generation X,0.55
Argentina,1989,female,5-14 years,3149000,2670,Generation X,0.35
Argentina,1990,male,75+ years,411100,4859,G.I. Generation,54.97
Argentina,1990,male,55-74 years,2128000,4859,G.I. Generation,23.59
Argentina,1990,male,35-54 years,3619000,4859,Silent,12.13
Argentina,1990,female,75+ years,643000,4859,G.I. Generation,9.49
Argentina,1990,male,25-34 years,2297000,4859,Boomers,7.92
Argentina,1990,female,55-74 years,2477000,4859,G.I. Generation,7.67
Argentina,1990,male,15-24 years,2635000,4859,Generation X,6.6
Argentina,1990,female,35-54 years,3622000,4859,Silent,4.5
Argentina,1990,female,15-24 years,2568000,4859,Generation X,3.54
Argentina,1990,female,25-34 years,2251000,4859,Boomers,3.38
Argentina,1990,male,5-14 years,3269000,4859,Generation X,0.67
Argentina,1990,female,5-14 years,3171000,4859,Generation X,0.44
Argentina,1991,male,75+ years,396000,6404,G.I. Generation,46.46
Argentina,1991,male,55-74 years,2130000,6404,Silent,21.08
Argentina,1991,male,35-54 years,3580000,6404,Boomers,11.12
Argentina,1991,male,25-34 years,2277000,6404,Boomers,9.4
Argentina,1991,female,75+ years,658000,6404,G.I. Generation,7.6
Argentina,1991,female,55-74 years,2508000,6404,Silent,6.74
Argentina,1991,male,15-24 years,2738000,6404,Generation X,6.54
Argentina,1991,female,35-54 years,3691000,6404,Boomers,3.6
Argentina,1991,female,25-34 years,2310000,6404,Boomers,3.33
Argentina,1991,female,15-24 years,2689000,6404,Generation X,2.27
Argentina,1991,male,5-14 years,3369000,6404,Millenials,0.83
Argentina,1991,female,5-14 years,3277000,6404,Millenials,0.27
Argentina,1992,male,75+ years,404900,7615,G.I. Generation,47.91
Argentina,1992,male,55-74 years,2150500,7615,Silent,23.25
Argentina,1992,male,35-54 years,3616600,7615,Boomers,13.49
Argentina,1992,male,25-34 years,2306200,7615,Boomers,9.84
Argentina,1992,male,15-24 years,2834100,7615,Generation X,8.79
Argentina,1992,female,75+ years,678000,7615,G.I. Generation,6.78
Argentina,1992,female,55-74 years,2538400,7615,Silent,5.79
Argentina,1992,female,35-54 years,3755500,7615,Boomers,3.73
Argentina,1992,female,25-34 years,2329100,7615,Boomers,3.39
Argentina,1992,female,15-24 years,2783500,7615,Generation X,2.84
Argentina,1992,male,5-14 years,3371800,7615,Millenials,0.65
Argentina,1992,female,5-14 years,3276800,7615,Millenials,0.4
Argentina,1993,male,75+ years,413600,7768,G.I. Generation,55.37
Argentina,1993,male,55-74 years,2171500,7768,Silent,23.95
Argentina,1993,male,35-54 years,3672300,7768,Boomers,13.48
Argentina,1993,male,25-34 years,2336300,7768,Boomers,9.97
Argentina,1993,female,75+ years,698400,7768,G.I. Generation,8.3
Argentina,1993,male,15-24 years,2932300,7768,Generation X,8.01
Argentina,1993,female,55-74 years,2568300,7768,Silent,4.91
Argentina,1993,female,35-54 years,3820400,7768,Boomers,3.77
Argentina,1993,female,25-34 years,2347800,7768,Boomers,3.24
Argentina,1993,female,15-24 years,2879300,7768,Generation X,2.54
Argentina,1993,male,5-14 years,3367500,7768,Millenials,0.74
Argentina,1993,female,5-14 years,3269800,7768,Millenials,0.49
Argentina,1994,male,75+ years,423100,8328,G.I. Generation,45.38
Argentina,1994,male,55-74 years,2192500,8328,Silent,23.22
Argentina,1994,male,35-54 years,3729600,8328,Boomers,14.13
Argentina,1994,male,25-34 years,2369000,8328,Boomers,9.54
Argentina,1994,male,15-24 years,3027200,8328,Generation X,8.26
Argentina,1994,female,55-74 years,2597400,8328,Silent,5.2
Argentina,1994,female,75+ years,719700,8328,G.I. Generation,4.72
Argentina,1994,female,35-54 years,3885600,8328,Boomers,4.12
Argentina,1994,female,15-24 years,2971300,8328,Generation X,3.3
Argentina,1994,female,25-34 years,2369900,8328,Boomers,3.04
Argentina,1994,male,5-14 years,3363000,8328,Millenials,0.8
Argentina,1994,female,5-14 years,3262900,8328,Millenials,0.34
Argentina,1995,male,75+ years,433800,8232,G.I. Generation,43.8
Argentina,1995,male,55-74 years,2214000,8232,Silent,23.26
Argentina,1995,male,35-54 years,3787800,8232,Boomers,12.8
Argentina,1995,male,25-34 years,2404900,8232,Generation X,9.06
Argentina,1995,male,15-24 years,3112100,8232,Generation X,8.9
Argentina,1995,female,75+ years,742200,8232,G.I. Generation,6.6
Argentina,1995,female,55-74 years,2625900,8232,Silent,5.1
